ship_mmsi,allowed_ports
OAOFFOKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OFFAOCAKK,"BRPDM,XZCLV,XZKMN,AOPAZ,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEZUR,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,JPCBA"
OAOFKCKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OAROYKOAK,"USLUA,PECAL,USNYK,UYULA,CLMEJ,UYFBS,BRVIT,BRSTS,GBBEL,PTLXS,IEDUB,FRLEH,BEZEE,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,FRROU,MTMAL,BEANT,ESGIJ,NLROT,ESBIL,TRGEB,TRYAR,ZADUR,GRAGT,TRDER,JOAQA,LTKLJ,FIKOT,ROCON,EGALE,BHBAH,SADMA,SAJED,SAYAN,AEJAL,AEABU,AERAK,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,INKAN,INKAK,INMUN,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,CNHUM,CNCJN,CNHUI,CNCZH,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNTJN,MYPKE,MYPAG,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNSHA,CNNSA,CNDSN,CNTAX,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,AUBUN,CNPLI,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRGWA,KRDAN,JPFUK,JPKIS,JPHHR,KRMAS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPMOJ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUWHY,AUADE,AUPLD,AUGEE,NZNAP"
OARAFFKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CN9878,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUSYD,AUHAY,RUNJK"
OARCRRNYK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNYPG,CNSDG,CNBHI,CNZHA,CNDNG"
OARCRSANK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
CRNKGFYSF,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,CLLIR,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRIJI,BRITA,BRRGR,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,EGSOK,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEKHA,AEFUJ,PKKAR,INNSA,LKCOL,INMUN,THLCB,VNHPG,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNWEI,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUMEL,AUNTL,AUBRI,AUSYD,AUHAY"
OAROYRKSK,"CAVCR,MXLCS,USLUA,MXMAN,PECAL,ECGYL,USNYK,UYULA,BRVIT,BRRDJ,UYMON,BRSTS,BRRGR,GBBEL,PTLXS,MACAS,GBSOU,GHTEM,IEDUB,CIABI,FRLEH,BEZEE,SIKOP,ITGOA,NLVSG,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,DEBRA,ESBIL,TRGEB,LVRIX,TRYAR,ZADUR,FIHEL,GRAGT,TRLMA,TRDER,ZARIB,JOAQA,LTKLJ,FIKOT,ROCON,ZAPLZ,UACHO,EGALE,BHBAH,KEMOM,TZDRS,SADMA,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERAK,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,INKAN,INKNP,INMUN,THLCB,VNNGH,IDJAK,VNHCM,VNHPG,VNCAM,VNQUN,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNSHD,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNHUA,CNTAI,CNDCB,CNTJN,MYKUA,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNTAX,CNLAZ,CNFUZ,CNYTN,CNJIA,TWHLN,CNLYG,CNYAN,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNLKU,CNSHS,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,IDSAM,CNNDE,KRPOH,KRKUN,KRGWA,JPHIB,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,NZAKL,NZTAU,NZNAP"
OAOFRCKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,RUNJK"
OAOOGOKKK,"CNNBO,CNZOS,CNDAL,SGSGP"
OFFSNOSKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USCHA,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
NGRKCCCKK,"BRPDM,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEZUR,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,JPCBA"
OARCSFCFK,"USLSA,CAVCR,USOAK,GTSTC,USBEA,USBTR,MXLCS,USLUA,MXMAN,PECAL,ECGYL,USNYK,COBAR,COBUE,UYULA,BRVIT,BRRDJ,UYMON,BRSTS,BRRGR,GBBEL,PTLXS,MACAS,GBSOU,GHTEM,GNCON,IEDUB,CIABI,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,NLVSG,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESSAN,ESGIJ,NLROT,ESSAG,ESBIL,TRGEB,LVRIX,TRYAR,ZADUR,GRAGT,TRLMA,TRDER,ZARIB,JOAQA,LTKLJ,FIKOT,ROCON,ZAPLZ,UACHO,EGALE,SAJUB,BHBAH,KEMOM,TZDRS,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERAK,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,INKAN,INKNP,INMUN,THLCB,VNPHU,VNNGH,IDJAK,VNHCM,VNHPG,VNCAM,VNQUN,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNSHD,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNHUA,CNTAI,CNDCB,CNTJN,MYKUA,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNTAX,CNLAZ,CNFUZ,CNYTN,CNJIA,TWHLN,CNLYG,CNYAN,TWKEE,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNSIZ,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,IDSAM,CNNDE,KRPOH,KRKUN,KRGWA,JPHIB,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,AUBNE,NZAKL,NZTAU,NZNAP"
OAOAACKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNPLI,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OACKRCKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,FRDKK,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OARCRAROK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNDAL,CNYPG,CNSDG,CNBHI,CNZHA,CNDNG"
OACCRFKKK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNHKO,CNHPU,CNDYI,CNTJN,CNSTO,CNCJK,CNDSN,CNTAX,CNFUZ,CNJIA,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,TWKAO,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSDG,CNXIA,CNBHI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNNJG,CNDNG,CNWEI,KRDAN,KRULS"
OAONAKKKK,"CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNDYI,CNTAI,CNTJN,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNDSN,CNJIA,CNLYG,CNYAN,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,TWKAO,CNZJG,CNBAS,CNDJK,CNBYQ,CNSDG,CNXIA,CNBHI,TWMAI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQHD,CNNJG,CNDNG,CNWEI,KRDAN,KRULS"
