ship_mmsi,allowed_ports
OACFARKKK,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXLCS,MXMAN,PECAL,PABAL,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,CLLIR,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRIJI,BRRGR,FRLEH,BEZEE,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,BEANT,PLGDA,NLROT,TRMER,TRYAR,EGSOK,TRALI,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEKHA,AEFUJ,PKKAR,INNSA,LKCOL,INMUN,THLCB,VNHPG,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNNSA,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNMJS,JPKAW,KRPOH,KRGWA,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUHAY"
OFFRONYKK,"CNNBO,CNTJN,CNDAL,KRGWA"
OACSNYKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,FRDKK,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OFFGSGAKK,"USSEA,USLSA,CAVCR,USOAK,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,SARTA,QARAS,KWMAA,IQMAB,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKKAR,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,AUCPN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CN8965,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CNSDG,CNMWN,CNCGM,AUPHE,CNXIA,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNGLA,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY"
OARRFGRYK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OFFORNYKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,MY3177,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,CN2032,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,AUPHE,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY,RUNJK"
OACFOCKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNPLI,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OACNGFKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OFFGYSGKK,"USLGB,GBFEL,BEZEE,DEHAM,BEANT,PLGDA,NLROT,GRPIR,SADMA,AEJAL,AEKHA,VNCMP,HKHKG,CNNBO,CNZOS,CNTJN,MYPKE,CNYSN,CNNSA,CNYTN,CNLYG,CNDAL,TWKAO,CNXIA,SGSGP,CNQIN,KRGWA"
OFFAAONKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OARCGANFK,"USLSA,CAVCR,USOAK,GTSTC,USBEA,USBTR,MXLCS,USLUA,MXMAN,PECAL,ECGYL,USJAC,USNYK,COBAR,COBUE,UYULA,DORHA,BRPEC,BRSAF,ARROS,BRTUB,ARARS,BRPAR,BRVIT,BRRDJ,UYMON,BRSTS,BRRGR,GBBEL,PTLXS,MACAS,GBSOU,GHTEM,GNCON,IEDUB,CIABI,MASAF,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,NLVSG,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ITVEN,ESSAN,ESGIJ,NLROT,ESSAG,ESBIL,TRGEB,UAYUZ,LVRIX,TRMMK,TRYAR,GRTHE,TRHER,ZADUR,GRAGT,TRLMA,TRDER,ZARIB,JOAQA,LTKLJ,FIKOT,ROCON,ZAPLZ,UACHO,EGALE,SAJUB,BHBAH,KEMOM,TZDRS,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERAK,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,INKAN,INKNP,INMUN,THLCB,VNPHU,THKSI,VNNGH,IDJAK,VNHCM,VNHPG,VNCAM,VNQUN,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNPAN,CNSHD,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNBHX,CNYJG,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNHUA,CNTAI,CNDCB,CNTJN,MYKUA,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNTAX,CNLAZ,CNFUZ,CNYTN,CNJIA,CN1087,TWHLN,CNLYG,CNYAN,TWKEE,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,IDKLR,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNSIZ,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,TWTCH,MY2243,CNJIJ,TWTAP,CNZHA,CNZPU,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,IDSAM,CNNDE,KRPOH,KRKUN,KRGWA,JPHIB,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,AUBNE,RUVYP,NZAKL,NZTAU,NZNAP"
OFFNNYFKK,"CNHUI,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNHPU,CNDYI,CNTJN,CNCJK,CNDSN,CNJIA,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNDJK,CNBYQ,CNSDG,CNXIA,CNZHA,CNZPU,CNQUA,CNZHE,CNWEI,KRDAN,KRULS"
OARRSGYCK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OAOFNNKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CN9014,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CN2039,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OFFARYAKK,"CNNBO,CNTJN,CNDAL,SGSGP,CNQIN,KRGWA"
OAOKNSKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CN9014,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CN2039,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OFFRASCKK,"CNNBO,CNTJN,CNDAL,KRGWA"
OARARGKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CN9878,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUSYD,AUHAY,RUNJK"
RFAFRFKKK,"GBBEL,PTLXS,IEDUB,FRLEH,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,FRROU,BEANT,NOBGN,NLROT,FRBAY,TRGEB,TRYAR,LTKLJ,CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNHKO,CNHPU,CNDYI,CNTJN,CNSTO,CNCJK,CNDSN,CNTAX,CNFUZ,CNJIA,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,TWKAO,CNBAS,CNDJK,CNYIZ,CNSDG,CNBHI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNNJG,CNDNG,KRDAN,KRULS"
