ship_mmsi,start_port,end_port
OARRKCNCK,CNXSN,CNHUA
OARRKCNCK,CNXSN,CNJIT
OARCGANNK,CNXSN,CNJIT
OAOFSCKKK,CNXSN,CNJIT
OARRKCNAK,CNXSN,CNJIT
OARCGANRK,CNXSN,CNJIT
OARRKCNCK,CNXSN,CNJIT
OARRKCNAK,CNXSN,CNJIT
OARRFGRYK,CNXSN,CNJIT
OARRKCNAK,CNXSN,CNJIT
OARCGANNK,CNXSN,CNJIT
OAOFSCKKK,CNXSN,CNJIT
OARRKCNCK,CNXSN,CNJIT
OARRFGRYK,CNXSN,CNJIT
OARRKCNAK,CNXSN,CNJIT
OACRFSFOK,CNXSN,CNJIT
OARRKCNCK,CNXSN,CNNBO
OAOFSCKKK,CNXSN,CNNBO
OARCGARSK,CNXSN,CNNBO
OARCGANOK,CNXSN,CNNBO
OARCGARSK,CNXSN,CNNBO
OACRFSFOK,CNXSN,CNQHD
OARRFGRYK,CNXSN,CNQHD
OARCGANOK,CNXSN,CNQHD
OARRKCNAK,CNXSN,CNQHD
OARRKCNCK,CNXSN,CNQHD
OARCGANNK,CNXSN,CNQHD
OACRFSFOK,CNXSN,CNQHD
OAOFSCKKK,CNXSN,CNQHD
OACRFSFOK,CNXSN,CNQHD
OAOFSCKKK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGARFK,CNXSN,CNTJN
OACRFSFOK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGANOK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGANRK,CNXSN,CNTJN
OARCGARFK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGANRK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGAYNK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNTJN
OAOFSCKKK,CNXSN,CNTJN
OARCGANOK,CNXSN,CNTJN
OARCGARSK,CNXSN,CNWEI
OACRFSFOK,CNXSN,CNYAN
OARCGAYNK,CNXSN,CNZOS
OFFNNCNKK,CNYAN,AUCPN
OFFGRGAKK,CNYAN,AUPHE
OARAFFKKK,CNYAN,CN9014
OARFRGKKK,CNYAN,CNBYQ
OAOKFGKKK,CNYAN,CNCFD
OARCGARNK,CNYAN,CNCFD
OACRKCSOK,CNYAN,CNCFD
OAOKFGKKK,CNYAN,CNCFD
OARCRSANK,CNYAN,CNCHS
OAROFYYFK,CNYAN,CNCJK
OAOFOOKKK,CNYAN,CNCJK
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARAROKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OARACFKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OFFOGONKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACCKGORK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACYKKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
