ship_mmsi,start_port,end_port
OFFGGOCKK,AUPHE,CNTJN
OFFFFGNKK,AUPHE,CNTJN
OFFNNKRKK,AUPHE,CNTJN
OFFNNKRKK,AUPHE,CNTJN
RNGKFFKKK,AUPHE,CNTJN
OFFGNNOKK,AUPHE,CNTJN
OFFNNKRKK,AUPHE,CNTJN
OFFRYYCKK,AUPHE,CNZHA
OFFRAYCKK,AUPHE,CNZHA
OFFRYYCKK,AUPHE,CNZHA
OFFRYYCKK,AUPHE,CNZHA
OFFFRYCKK,AUPHE,CNZHA
OFFFRYCKK,AUPHE,CNZHA
OFFRAYCKK,AUPHE,CNZHA
OFFFFYFKK,AUPHE,CNZHA
OFFAYCCKK,AUPHE,CNZHA
OFFRYYCKK,AUPHE,CNZHA
OAROYCONK,AUPHE,CNZJG
OFFKCRAKK,AUPHE,CNZOS
OARSCSKKK,AUPHE,CNZOS
OFFGRGAKK,AUPHE,CNZOS
OARYSRKKK,AUPHE,CNZZU
OARYSRKKK,AUPHE,CNZZU
OARYSRKKK,AUPHE,CNZZU
OAOAONKKK,AUPHE,CNZZU
OACNROKKK,AUPHE,CNZZU
RFAAACKKK,AUPHE,JPCBA
OFFCFGSKK,AUPHE,JPKIS
OFFKAKCKK,AUPHE,JPMIZ
RNRSKAKKK,AUPHE,JPMIZ
OFFSNACKK,AUPHE,KRGWA
OFFGYGFKK,AUPHE,KRGWA
OFFRYFYKK,AUPHE,KRGWA
OFFSNACKK,AUPHE,KRPOH
OFFCFGSKK,AUPHE,KRPOH
OFFRNANKK,AUPHE,KRPOH
OFFGYGFKK,AUPHE,KRPOH
OAROFAYNK,AUPKE,AUNTL
OARCAKKNK,AUPKE,AUNTL
OFFSANNKK,AUPKE,NZAKL
OFFRSFFKK,AUPLD,AUFRE
OAROFSCRK,AUPLD,AUGLE
OARCAKKNK,AUPLD,AUPKE
OAROYRKSK,AUPLD,AUWHY
OARCAKKNK,AUPLD,NZBLF
OFFGGNAKK,AUPWA,CNBYQ
OFFOCOYKK,AUPWA,CNCFD
OFFGGNAKK,AUPWA,CNCFD
OFFGGNAKK,AUPWA,CNDDG
OARNORKKK,AUPWA,CNDJK
OFFOCOYKK,AUPWA,CNLYG
OFFGGNAKK,AUPWA,CNLYG
OFFFFYFKK,AUPWA,CNMJS
OFFGCSRKK,AUPWA,CNMJS
OFFGCSRKK,AUPWA,CNMJS
OFFFFYFKK,AUPWA,CNMJS
OFFFFYFKK,AUPWA,CNMJS
OFFFRYCKK,AUPWA,CNMJS
OFFGNCYKK,AUPWA,CNMJS
OFFFFYFKK,AUPWA,CNMJS
OFFGNCYKK,AUPWA,CNMJS
OFFFFYFKK,AUPWA,CNZHA
OFFOCOYKK,AUPWA,CNZHA
OFFRAYCKK,AUPWA,CNZHA
OFFOCOYKK,AUPWA,CNZHA
OFFRAYCKK,AUPWA,CNZHA
OFFGNCYKK,AUPWA,CNZOS
OFFOOACKK,AUPWA,CNZOS
OFFGGOCKK,AUPWA,JPFUK
RNOYKSKKK,AUPWA,JPKMA
OFFKAKCKK,AUPWA,JPMIZ
OFFAKKGKK,AUPWA,JPOIT
CRNKGSKRC,AUSYD,AUADE
CRNKGSKRC,AUSYD,AUADE
OARKNKKKK,AUSYD,AUBRI
OARKNKKKK,AUSYD,AUBRI
OARACNKKK,AUSYD,AUBRI
OARACNKKK,AUSYD,AUBRI
CRNKGSKCY,AUSYD,AUBRI
CRNKGSKCY,AUSYD,AUBRI
OARKNKKKK,AUSYD,AUBRI
CRNKGSKRA,AUSYD,AUBRI
OARKNKKKK,AUSYD,AUBRI
OAORKOKKK,AUSYD,AUBRI
OARACNKKK,AUSYD,AUBRI
CRNKGSKRA,AUSYD,AUBRI
OARKNKKKK,AUSYD,AUBRI
OARACNKKK,AUSYD,AUBRI
OAORKOKKK,AUSYD,AUBRI
OAORKOKKK,AUSYD,AUBRI
OARACNKKK,AUSYD,AUBRI
OARACNKKK,AUSYD,AUBRI
CRNKGSKCY,AUSYD,AUBRI
OARACNKKK,AUSYD,AUMEL
OARKNKKKK,AUSYD,AUMEL
CRNKGSKRC,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
CRNKGSKCY,AUSYD,AUMEL
CRNKGSKCY,AUSYD,AUMEL
CRNKGSKCN,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
OARACNKKK,AUSYD,AUMEL
CRNKGSKRC,AUSYD,AUMEL
CRNKGSKCY,AUSYD,AUMEL
CRNKGSKCY,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
CRNKGSKRC,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
CRNKGSKCN,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
CRNKGSKRC,AUSYD,AUMEL
CRNKGSKCY,AUSYD,AUMEL
CRNKGSKCY,AUSYD,AUMEL
CRNKGSKRC,AUSYD,AUMEL
CRNKGSKRA,AUSYD,AUMEL
CRNKGSKRC,AUSYD,SGSGP
CRNKGSKCN,AUSYD,SGSGP
NGOOCKKKK,AUSYD,SGSGP
OFFFARRKK,AUTOW,AUHBT
OFFKCFNKK,AUTOW,KRULS
OFFROFNKK,AUWHY,AUGER
OFFRSFFKK,AUWHY,AUMEL
OAROFAYNK,AUWHY,AUMEL
OACOFSFCK,AUWHY,AUNTL
OFFCYROKK,AUWPA,CNLAZ
OAROFAYFK,BDCTG,BDMON
OFFCAFSKK,BDCTG,INCHN
OACACKKKK,BDCTG,INKAK
OACAAYKKK,BDCTG,INKAK
OACAAYKKK,BDCTG,MYKUA
OFFGCARKK,BDCTG,MYTBS
OFFKFAYKK,BDCTG,MYTBS
OACAAYKKK,BDMON,INKAK
OFFGRSSKK,BEANT,BEZEE
OFFARYAKK,BEANT,BEZEE
OFFSNKRKK,BEANT,BRREC
OFFAYOAKK,BEANT,CNTJN
OFFANFOKK,BEANT,CNTJN
OFFAOSSKK,BEANT,CNTJN
OFFAFCFKK,BEANT,CNYSN
OFFAYOOKK,BEANT,CNYSN
OFFAYOOKK,BEANT,CNYSN
OFFARYAKK,BEANT,CNYSN
OFFAGGNKK,BEANT,CNYSN
OFFANFSKK,BEANT,CNYSN
OFFAYOOKK,BEANT,CNYSN
OFFANFOKK,BEANT,CNYSN
OFFASRSKK,BEANT,CNYSN
OFFASRSKK,BEANT,CNYSN
OFFAFCFKK,BEANT,CNYSN
OFFASRSKK,BEANT,CNYSN
OFFANOFKK,BEANT,CNYSN
OFFANFSKK,BEANT,CNYSN
OFFAYOAKK,BEANT,CNYSN
OFFANFOKK,BEANT,CNYSN
OFFARYAKK,BEANT,CNYSN
OFFAYOAKK,BEANT,CNYSN
OFFAOSSKK,BEANT,CNYSN
OFFAOSSKK,BEANT,CNYSN
OFFAGGNKK,BEANT,CNYSN
OFFANFOKK,BEANT,CNYSN
OFFAOSSKK,BEANT,CNYSN
OFFAGSYKK,BEANT,CNYSN
OFFGYSGKK,BEANT,CNYSN
OFFANFSKK,BEANT,CNYSN
OFFAGGNKK,BEANT,CNYSN
OFFAYOAKK,BEANT,CNYSN
OFFAFCFKK,BEANT,CNYSN
OFFAGGNKK,BEANT,CNYSN
OFFANFSKK,BEANT,CNYSN
OFFSNSSKK,BEANT,COCTA
OFFSNSSKK,BEANT,COCTA
OFFSNSSKK,BEANT,COCTA
OFFKORCKK,BEANT,DOCUC
OFFSNSSKK,BEANT,DOCUC
OARKNRKKK,BEANT,EGDAM
OARARRKKK,BEANT,ESALG
OAROYCSNK,BEANT,FIHEL
OAROSYYCK,BEANT,FIKOT
OARARRKKK,BEANT,FRLEH
OARKNSKKK,BEANT,FRLEH
OARKNRKKK,BEANT,FRLEH
OFFOCFNKK,BEANT,FRLEH
OARKNRKKK,BEANT,FRLEH
OARARRKKK,BEANT,FRLEH
OARARRKKK,BEANT,FRLEH
OARKNRKKK,BEANT,FRLEH
RNGNKRKKK,BEANT,FRROU
RNGNKCKKK,BEANT,FRROU
RFCFCFKKK,BEANT,GBSOU
NGRKCGCKK,BEANT,GBTEE
OFFKKCSKK,BEANT,LTKLJ
OACROSKKK,BEANT,NLAMS
OAROYOFAK,BEANT,PLGDY
GRGKAYRNC,BEANT,RUSPG
OARARRKKK,BEANT,SAJED
RNOOKNKKK,BEANT,TRICD
OARRCOKKK,BEANT,TRICD
OACROYKKK,BEANT,USPHI
OFFCCCAKK,BEGHE,DEHAM
OFFSOFNKK,BEGHE,RUSPG
OFFNYNYKK,BEGHE,RUULG
OFFSNOYKK,BEGHE,TRMMK
OFFAGGNKK,BEZEE,DEHAM
OFFCAROKK,BEZEE,DEHAM
OFFKRKFKK,BEZEE,DEHAM
OFFCGYRKK,BEZEE,GBFEL
OFFRASCKK,BEZEE,GBFEL
OFFYGFFKK,BEZEE,GBFEL
OFFOCFNKK,BEZEE,GRPIR
OFFRASCKK,BEZEE,GRPIR
OFFYGFSKK,BEZEE,GRPIR
OFFYGFSKK,BEZEE,GRPIR
OFFGYSGKK,BEZEE,GRPIR
OFFOCFNKK,BEZEE,GRPIR
OFFCRRRKK,BEZEE,GRPIR
OFFOCRSKK,BEZEE,GRPIR
OFFOCOGKK,BEZEE,GRPIR
OFFCRCSKK,BEZEE,GRPIR
OFFOCRSKK,BEZEE,GRPIR
OAROYKOAK,BEZEE,LTKLJ
OFFOCFNKK,BEZEE,NLROT
OFFOCOGKK,BEZEE,NLROT
OAOKACKKK,BEZEE,NLROT
OFFCRRRKK,BEZEE,NLROT
OFFOCOGKK,BEZEE,NLROT
OFFCGYRKK,BEZEE,PLGDA
OFFCGYRKK,BEZEE,PLGDA
OFFCGYRKK,BEZEE,PLGDA
OFFCRCSKK,BEZEE,PLGDA
OFFCRCSKK,BEZEE,PLGDA
OFFYGFFKK,BEZEE,PLGDA
OFFYGFFKK,BEZEE,PLGDA
OFFYGFSKK,BEZEE,PLGDA
OFFFACSKK,BEZEE,SGSGP
OFFCGYRKK,BEZEE,SGSGP
OFFGYSGKK,BEZEE,SGSGP
OFFYGFSKK,BEZEE,SGSGP
OFFYGFSKK,BEZEE,SGSGP
OFFFACOKK,BEZEE,SGSGP
OFFYGFFKK,BEZEE,SGSGP
OFFYGFFKK,BEZEE,SGSGP
OFFYGRSKK,BEZEE,SGSGP
OFFYGRSKK,BEZEE,SGSGP
OFFYGRSKK,BEZEE,SGSGP
OFFCCYOKK,BEZEE,SGSGP
OFFCRRRKK,BEZEE,SGSGP
OFFCRCSKK,BEZEE,SGSGP
OFFCRCSKK,BEZEE,SGSGP
OFFCAROKK,BEZEE,SGSGP
OFFRASCKK,BEZEE,SGSGP
OFFKRKFKK,BEZEE,SGSGP
OFFKRKFKK,BEZEE,SGSGP
OFFAKKRKK,BEZEE,SGSGP
OFFOCRSKK,BEZEE,SGSGP
OFFSOFNKK,BGBGS,PKQAS
OFFSOFNKK,BGVAR,BGBGS
OFFKKCSKK,BGVAR,RUNVS
OFFGRSSKK,BHBAH,AEJAL
OAROYCONK,BHBAH,AERAK
OFFGSGAKK,BHBAH,JPOIT
OFFGSGAKK,BHBAH,JPOIT
OFFCRROKK,BHBAH,OMSOH
OFFYCNOKK,BJCOT,NGLAG
OFFCAFSKK,BNMUR,SGSGP
OAOOFGKKK,BNSER,AUBRI
RNOSFYKKK,BRACX,BRSTS
OFFSNKRKK,BRATU,BRRDJ
OFFRRRYKK,BRIJI,ARBNA
OFFKORCKK,BRIJI,BRPAR
OFFRRRYKK,BRIJI,BRPAR
OFFRRRYKK,BRIJI,BRPAR
OARKGSKKK,BRIJI,BRRDJ
OARKFCKKK,BRIJI,BRSTS
OAORKRKKK,BRIJI,BRSTS
OARAFAKKK,BRIJI,BRSTS
OARKFCKKK,BRIJI,BRSTS
OARKFCKKK,BRIJI,BRSTS
OAORKRKKK,BRIJI,BRSTS
OFFSRCCKK,BRIJI,BRSTS
OFFSRCCKK,BRIJI,MYPKE
OFFSRCCKK,BRIJI,MYPKE
OFFRRRYKK,BRIJI,UYMON
OFFRRRYKK,BRIJI,UYMON
OFFRRRYKK,BRIJI,UYMON
OFFKORCKK,BRIJI,UYMON
OFFKORCKK,BRIJI,UYMON
OARAFAKKK,BRIJI,UYMON
OARAFAKKK,BRIJI,UYMON
OFFAASGKK,BRIJI,UYULA
OACRORKKK,BRIMB,BRRGR
OAROYAASK,BRIMB,BRVIT
OAONSSKKK,BRIOA,ARBNA
OAOONNKKK,BRIOA,ARBNA
OFFGOSGKK,BRIOA,ARBNA
OAOKACKKK,BRIOA,ARBNA
OFFGOSGKK,BRIOA,ARBNA
OFFGRCNKK,BRIOA,ARBNA
OACOGYKKK,BRIOA,ARBNA
OARKFCKKK,BRIOA,BRIJI
OFFSRCCKK,BRIOA,BRIJI
OAORKRKKK,BRIOA,BRIJI
OAORKRKKK,BRIOA,BRIJI
OARKGSKKK,BRIOA,BRIJI
OARKFCKKK,BRIOA,BRIJI
OARKFCKKK,BRIOA,BRIJI
OFFSRCCKK,BRITA,BRSTS
OARKFCKKK,BRITA,BRSTS
OARKFCKKK,BRITA,BRSTS
OARYSNKKK,BRITA,BRTUB
OFFKOROKK,BRITA,USBRO
OFFSNKRKK,BRMAC,BRATU
OFFKFSNKK,BRMUC,BRCAB
OFFSRCCKK,BRPAR,BRIJI
OFFSRCCKK,BRPAR,BRIJI
OARKFCKKK,BRPAR,BRIOA
OARKFCKKK,BRPAR,BRIOA
OARKFCKKK,BRPAR,BRIOA
OAORKRKKK,BRPAR,BRIOA
OAORKRKKK,BRPAR,BRIOA
OFFSRCCKK,BRPAR,BRIOA
OARKFCKKK,BRPAR,BRIOA
OARKGSKKK,BRPAR,BRIOA
RNGFGKKKK,BRPAR,BRITA
OFFKOROKK,BRPAR,BRITA
OACCGKKKK,BRPAR,BRSAF
OACGNOKKK,BRPAR,BRSAF
GRGKAYRNC,BRPAR,BRSTS
OFFRRRYKK,BRPAR,BRSTS
OFFKORCKK,BRPAR,BRSTS
OFFAASGKK,BRPAR,BRSTS
OFFKORCKK,BRPAR,BRSTS
RNOOKNKKK,BRPAR,BRSTS
RNASGFKKK,BRPAR,BRSTS
OFFKORCKK,BRPAR,BRSTS
OFFRRRYKK,BRPAR,BRSTS
OARAFAKKK,BRPAR,BRSTS
OFFRRRYKK,BRPAR,BRSTS
OARCKYFNK,BRPAR,BRSTS
OFFRRRYKK,BRPAR,BRSTS
OFFSNKOKK,BRPAR,BRTUB
OAOFACKKK,BRPAR,EGDAM
OFFRKAOKK,BRPAR,FRLOR
OFFKCAYKK,BRPAR,NLAMS
OFFKCAGKK,BRPAR,UYULA
OFFKKCSKK,BRPAR,UYULA
OFFKOROKK,BRPDM,BRRDJ
OFFCCCAKK,BRPDM,BRSTM
OARSCFKKK,BRPDM,BRTUB
OFFCNCYKK,BRPDM,BRTUB
NGRKONCKK,BRPDM,MYTLR
NGRKSYRKK,BRPDM,MYTLR
NGRKYFOKK,BRPDM,MYTLR
NGRKSYRKK,BRPDM,MYTLR
NGRAKACKK,BRPDM,MYTLR
OARYSNKKK,BRPDM,PTLIS
OAOFFSKKK,BRPEC,BRSAL
OFFGCOYKK,BRPOR,BRSTS
OFFGOSGKK,BRPOR,BRSTS
OARCKYFNK,BRPOR,BRSTS
OACCGKKKK,BRPOR,BRSTS
OAONSSKKK,BRPOR,BRSTS
OACGNOKKK,BRPOR,BRSTS
OACCGKKKK,BRPOR,BRTUB
OFFGCOYKK,BRPOR,CNGUA
OACRYSKKK,BRPOR,CNGUA
OAONSSKKK,BRPOR,ESTAR
OACRYSKKK,BRPOR,ESTAR
OAOONNKKK,BRPOR,ESTAR
OACCGKKKK,BRPOR,FRLPA
OACOGYKKK,BRPOR,ITLIV
OAONSSKKK,BRPOR,ITLIV
OAOONNKKK,BRPOR,ITSVN
OFFGCOYKK,BRPOR,TRLMA
OFFRRRYKK,BRRDJ,BRSTS
OFFRRRYKK,BRRDJ,BRSTS
OFFRRRYKK,BRRDJ,BRSTS
OARAFAKKK,BRRDJ,BRSTS
OFFKORCKK,BRRDJ,BRSTS
OFFRRRYKK,BRRDJ,BRSTS
OFFKORCKK,BRRDJ,BRSTS
OARAFAKKK,BRRDJ,BRSTS
OFFAASGKK,BRRDJ,BRSTS
OARKGSKKK,BRRDJ,SGSGP
OFFKARCKK,BRRDJ,UYMON
OFFSNKRKK,BRREC,BRMAC
OFFKORCKK,BRRGR,BRIJI
OFFKORCKK,BRRGR,BRPAR
OFFKORCKK,BRRGR,BRPAR
OACRORKKK,BRRGR,BRSTS
OAOFOCKKK,BRRGR,SIKOP
OARCKYFNK,BRRGR,UYPTP
RNOOKNKKK,BRRGR,UYULA
OFFSNKOKK,BRSAF,BRPAR
RFAYAAKKK,BRSAF,BRRDJ
OFFKCFRKK,BRSAF,BRSTS
OAOFFSKKK,BRSAF,BRSTS
OAONSSKKK,BRSAF,UYPTP
OFFGCOYKK,BRSAF,UYPTP
OFFGRCNKK,BRSAF,UYPTP
OFFSNKRKK,BRSAF,UYULA
OACGNOKKK,BRSAF,UYULA
OACRYSKKK,BRSAF,UYULA
GRGKAYRNC,BRSAL,BRVIT
RNOOKNKKK,BRSAL,NLROT
OACROYKKK,BRSAL,NLROT
OFFCCCAKK,BRSTM,BRVDC
OFFYARAKK,BRSTM,ITVEN
OFFSNKRKK,BRSTM,ITVEN
RNGFYAKKK,BRSTS,AEJAL
OFFKORCKK,BRSTS,BRIJI
OFFRRRYKK,BRSTS,BRIJI
OFFRRRYKK,BRSTS,BRIJI
OFFRRRYKK,BRSTS,BRIJI
OARAFAKKK,BRSTS,BRIJI
OARAFAKKK,BRSTS,BRIJI
OFFAASGKK,BRSTS,BRIJI
OFFRRRYKK,BRSTS,BRIJI
OFFKORCKK,BRSTS,BRIJI
OACOGYKKK,BRSTS,BRIOA
OFFGOSGKK,BRSTS,BRIOA
OAONSSKKK,BRSTS,BRIOA
OAOKACKKK,BRSTS,BRIOA
OAOONNKKK,BRSTS,BRIOA
OFFGOSGKK,BRSTS,BRIOA
OFFGRCNKK,BRSTS,BRIOA
OACGNOKKK,BRSTS,BRPAR
OFFSRCCKK,BRSTS,BRPAR
OFFSRCCKK,BRSTS,BRPAR
OARKGSKKK,BRSTS,BRPAR
OFFSRCCKK,BRSTS,BRPAR
OARKFCKKK,BRSTS,BRPAR
OACCGKKKK,BRSTS,BRPAR
OARKFCKKK,BRSTS,BRPAR
OAONSSKKK,BRSTS,BRPAR
OARKFCKKK,BRSTS,BRPAR
RNASGFKKK,BRSTS,BRPAR
OARKFCKKK,BRSTS,BRPAR
OAORKRKKK,BRSTS,BRPAR
OAORKRKKK,BRSTS,BRPAR
OACGNOKKK,BRSTS,BRPAR
OACCGKKKK,BRSTS,BRPOR
OAOONNKKK,BRSTS,BRPOR
OAONSSKKK,BRSTS,BRPOR
OFFGOSGKK,BRSTS,BRPOR
OAOONNKKK,BRSTS,BRPOR
OACRYSKKK,BRSTS,BRPOR
OACRYSKKK,BRSTS,BRPOR
OFFGCOYKK,BRSTS,BRPOR
OAOONNKKK,BRSTS,BRPOR
OFFSNOSKK,BRSTS,BRRDJ
OFFGCOYKK,BRSTS,BRSAF
OAOAFNKKK,BRSTS,BRSAF
OFFGRCNKK,BRSTS,BRSAF
OAOFFSKKK,BRSTS,BRTUB
OAONSSKKK,BRSTS,CNDCB
OARCKYFNK,BRSTS,ESTAR
OAOONNKKK,BRSTS,GBBTL
OAOKACKKK,BRSTS,ITSVN
OARCKYFNK,BRSTS,NLVSG
OACOGYKKK,BRSTS,NLVSG
OARRFYAFK,BRSTS,NLVSG
OFFGOSGKK,BRSTS,NLVSG
OFFRRRYKK,BRSTS,SGSGP
OFFRRRYKK,BRSTS,SGSGP
OFFKORCKK,BRSTS,SGSGP
OFFKORCKK,BRSTS,SGSGP
OFFKORCKK,BRSTS,SGSGP
OFFAASGKK,BRSTS,SGSGP
OARAFAKKK,BRSTS,SGSGP
OFFSRCCKK,BRSTS,SGSGP
OAORKRKKK,BRSTS,SGSGP
OARKFCKKK,BRSTS,SGSGP
OARKFCKKK,BRSTS,SGSGP
OARKFCKKK,BRSTS,SGSGP
OFFRRRYKK,BRSTS,SGSGP
RNOOKNKKK,BRSTS,UYULA
OACOGYKKK,BRSTS,UYULA
OFFSNKRKK,BRSUA,BRSAF
OAONSSKKK,BRSUA,BRSTS
RNAFKKKKK,BRTRO,BRVDC
RNAFKKKKK,BRTRO,BRVDC
RNAFKKKKK,BRTRO,BRVDC
OACROFKKK,BRTRO,IESNN
OARSCFKKK,BRTUB,BRITA
OFFCNCYKK,BRTUB,BRPAR
OAOFFSKKK,BRTUB,BRPEC
OARYSNKKK,BRTUB,BRPEC
OAOAONKKK,BRTUB,BRPEC
OACCGKKKK,BRTUB,BRSTS
NGGSGRKKK,BRTUB,MYTLR
NGRAASOKK,BRTUB,OMSOH
OFFSNKOKK,BRTUB,USMOB
RNAFKKKKK,BRVDC,BRSTA
RNAFKKKKK,BRVDC,BRTRO
RNAFKKKKK,BRVDC,BRTRO
OFFCCCAKK,BRVDC,EGALE
OFFGRCNKK,BRVIT,BRPOR
OFFGCOYKK,BRVIT,BRPOR
OAROFAKNK,BRVIT,BRSTS
OAROFYAAK,CAKIT,CAVCR
RNNNASKKK,CANWE,KRMOK
RNNNASKKK,CANWE,KRPYT
RFCFCFKKK,CANWE,USPHU
RFCFCFKKK,CANWE,USPTD
RNRAORKKK,CAPCA,ESGIJ
OAOAONKKK,CAPCA,FRDKK
OFFRKAAKK,CAPCA,FRDKK
OARGSGKKK,CAPCA,FRDKK
RNOGORKKK,CAPCA,FRFOS
OFFKCAGKK,CAPHA,USHOU
OFFAAFOKK,CAPRR,CAVCR
RFCYROKKK,CAPRR,CAVCR
OFFFGSAKK,CAPRR,CAVCR
OARAFRKKK,CAPRR,CAVCR
OFFFGSAKK,CAPRR,CAVCR
OFFFGSAKK,CAPRR,CAVCR
OFFAAFOKK,CAPRR,CAVCR
OFFFGSAKK,CAPRR,CAVCR
OARAGGKKK,CAPRR,CAVCR
OFFFGSAKK,CAPRR,CAVCR
OARKGRKKK,CAPRR,CNNBO
OARAGFKKK,CAPRR,CNNBO
OARAGGKKK,CAPRR,CNNBO
OARKGRKKK,CAPRR,CNQIN
OFFRAYRKK,CAPRR,CNQIN
OARAOSKKK,CAPRR,CNQIN
OARAGGKKK,CAPRR,CNQIN
OARAOSKKK,CAPRR,CNQIN
OARAOFKKK,CAPRR,CNQIN
OFFKFFSKK,CAPRR,CNQIN
OARAGGKKK,CAPRR,CNTJN
OARKGRKKK,CAPRR,CNTJN
OFFCYRYKK,CAPRR,CNTJN
OARAFRKKK,CAPRR,CNWGQ
OARKNNKKK,CAPRR,CNWGQ
OARAGGKKK,CAPRR,CNYSN
OARAOYKKK,CAPRR,CNYSN
OARAGGKKK,CAPRR,CNYSN
OARAOYKKK,CAPRR,CNYSN
OFFAAFOKK,CAPRR,CNYSN
OFFOGONKK,CAPRR,CNYSN
OARKNNKKK,CAPRR,CNYSN
OFFFGSAKK,CAPRR,CNYTN
OARAOFKKK,CAPRR,CNYTN
OFFFGSAKK,CAPRR,CNYTN
OARAGGKKK,CAPRR,CNYTN
OFFAAFOKK,CAPRR,CNYTN
OARKNNKKK,CAPRR,CNYTN
OFFFGSAKK,CAPRR,CNYTN
OFFGRFSKK,CAPRR,KRGWA
OFFCNFAKK,CAPRR,USLGB
OFFGRFGKK,CAPRR,USLGB
OFFSOSFKK,CAPRR,USLGB
OFFSOSFKK,CAPRR,USLGB
OFFGRFGKK,CAPRR,USLGB
OFFAAFYKK,CAPRR,USLGB
RFCYROKKK,CAPRR,USLGB
OFFCYRYKK,CAPRR,USLGB
OFFCYRYKK,CAPRR,USLGB
OFFCYRYKK,CAPRR,USLGB
OFFCYRYKK,CAPRR,USLGB
OFFAAFYKK,CAPRR,USLGB
OFFCFARKK,CAPRR,USLGB
OFFCNFAKK,CAPRR,USLGB
OFFCFARKK,CAPRR,USLSA
OFFAAFYKK,CAPRR,USLSA
OFFSOSFKK,CAPRR,USLSA
OFFSOSFKK,CAPRR,USLSA
OFFGRFGKK,CAPRR,USLSA
OFFCFARKK,CAPRR,USLSA
OFFCFARKK,CAPRR,USLSA
OFFAAFYKK,CAPRR,USLSA
OFFGRFGKK,CAPRR,USLSA
RNASGFKKK,CAQBC,PTLIS
RNASGFKKK,CASAG,CATHR
RNGFGKKKK,CASJH,BRPAR
OFFKOROKK,CASJH,BRPAR
OACFGSKKK,CASVI,DEHAM
RNASGFKKK,CATHR,CAQBC
OARAGGKKK,CAVCR,CAPRR
OFFFGSAKK,CAVCR,CAPRR
OFFFGSAKK,CAVCR,CAPRR
OFFFGSAKK,CAVCR,CAPRR
OFFAAFOKK,CAVCR,CAPRR
OAROFYAAK,CAVCR,CNCJK
OARAYGKKK,CAVCR,CNDAF
OARASFKKK,CAVCR,CNDAF
OAOFKAKKK,CAVCR,CNFAN
OFFORNYKK,CAVCR,CNFAN
OFFFGSAKK,CAVCR,CNNSA
OARASFKKK,CAVCR,CNQIN
OARANRKKK,CAVCR,CNQIN
OARYFNKKK,CAVCR,CNQIN
OFFAAFOKK,CAVCR,CNYSN
RFCYROKKK,CAVCR,CNYSN
OFFFGSAKK,CAVCR,CNYSN
OARAFRKKK,CAVCR,CNYSN
OFFOGOOKK,CAVCR,CNYSN
OARKGSKKK,CAVCR,CNYSN
OARKNNKKK,CAVCR,CNYSN
OARANAKKK,CAVCR,CNYTN
OARAOFKKK,CAVCR,CNYTN
OARAGGKKK,CAVCR,CNYTN
OFFFGSAKK,CAVCR,CNYTN
OARKGSKKK,CAVCR,HKHKG
OARAOFKKK,CAVCR,HKHKG
OFFKCFNKK,CAVCR,KRULS
OFFKCFNKK,CAVCR,MXMAN
OFFYGANKK,CAVCR,SVAQJ
OFFAAFOKK,CAVCR,USLSA
NGRKOGGKK,CGDJT,AODLA
OFFAOCAKK,CGDJT,XZCLV
OFFAOCAKK,CGDJT,XZKMN
OFFYCNOKK,CGPNO,AOLUA
OFFYNYOKK,CGPNO,CNJIJ
OAROYKOAK,CGPNO,GAOWE
OACROFKKK,CIABI,BRTRO
OARCAYGRK,CIABI,CISPE
OACROSKKK,CIABI,CISPE
OFFSNKCKK,CIABI,GNBKJ
OACACAKKK,CIABI,GNCON
OARCAYGAK,CIABI,GRTHE
OAOFCNKKK,CIABI,GRTHE
OFFYKCGKK,CIABI,UYULA
OFFSOFNKK,CISPE,GNBKJ
OACROFKKK,CISPE,GNBKJ
OARCAYNYK,CISPE,GRTHE
OACROFKKK,CISPE,GRTHE
OACROSKKK,CISPE,GRTHE
OARCAYGRK,CISPE,MTMAL
OACROSKKK,CISPE,MTMAL
OARCAYGRK,CISPE,MTMAL
OARFKCKRK,CLANT,CLMEJ
OFFAFORKK,CLARI,CLMEJ
OARNCGKNK,CLARI,USLUA
OACOFSFRK,CLCOR,CLTAL
OACOFSFRK,CLCOR,CLTAL
OARFKCKRK,CLIQU,CLANT
OACOFSFRK,CLLIR,CLCOR
OACOFSFRK,CLLIR,CLCOR
OAORKRKKK,CLLIR,CLSAN
OARANYKKK,CLLIR,CLSAN
OARANYKKK,CLLIR,CLSAN
OARANYKKK,CLLIR,CLSAN
OARAFAKKK,CLLIR,CLSAN
RNNSKSKKK,CLLIR,CLSAN
RNNSKSKKK,CLLIR,CLSAN
RNNSKSKKK,CLLIR,CLSAN
RNNSKSKKK,CLLIR,CLSAN
RNNSKSKKK,CLLIR,CLSAN
OARAGNKKK,CLLIR,CLSAN
OFFANSFKK,CLLIR,CLSAN
OARAGNKKK,CLLIR,CLSAN
OARAGNKKK,CLLIR,CLSAN
OFFRGKSKK,CLLIR,CLSAN
OARAGFKKK,CLLIR,CLSAN
OACOFSFRK,CLLIR,JPKAW
